price,sqft,propertytype,bhk,location
130,1308,House,3,Perungudi
130,1308,House,3,Perungudi
120,1200,House,3,Perungudi
104,1044,House,2,Perungudi
120,1200,House,3,Perungudi
138,1380,House,3,Perungudi
126,1264,House,3,Perungudi
125,1250,House,3,Perungudi
125,1250,Flat,3,Perungudi
137,1370,House,3,Perungudi
138,1380,House,3,Perungudi
130,1308,House,3,Perungudi
49,675,House,2,Poonamallee
49,675,Flat,2,Poonamallee
47,509,Flat,1,Adambakam
52.9,804,Flat,2,Kovilambakkam
82,960,Flat,2,Adambakam
77.8,890,Flat,2,Adambakam
70,950,Flat,2,Kolathur
56,1000,Flat,2,Perambur
46.97,854,Flat,2,Keelkattalai
52.63,957,Flat,2,Keelkattalai
51.7,940,Flat,2,Keelkattalai
48.07,874,Flat,2,Keelkattalai
47.08,856,Flat,2,Keelkattalai
53.79,978,Flat,2,Keelkattalai
54.78,996,Flat,2,Keelkattalai
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
94.5,1350,Villa,3,Kolapakkam
88,1482,Flat,3,Vadanemmeli
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Villa,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Villa,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Villa,5,West Mambalam
398,2650,Villa,5,West Mambalam
398,2650,Villa,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
398,2650,Flat,5,West Mambalam
75,1200,Flat,3,Perungudi
94.5,1350,Flat,3,Kolapakkam
88,1482,Flat,3,Vadanemmeli
150,1750,Flat,2,Kodungaiyur West
126,1700,Villa,3,Kolathur
108,1065,Flat,2,Porur
108,1065,Flat,2,Porur
40.44,834,Villa,2,Ambattur
36.36,627,Flat,1,Korattur
55.21,952,Flat,2,Korattur
64.32,960,Villa,2,Periyar Nagar
59.17,1220,Flat,2,Ambattur
59.17,1220,Flat,2,Ambattur
37.34,770,Flat,2,Ambattur
25.99,703,Flat,2,Veppampattu
91.58,1409,Flat,3,Kolathur
63.89,983,Flat,2,Kolathur
68.31,1051,Flat,2,Kolathur
66.36,1021,Flat,2,Kolathur
64.61,994,Flat,2,Kolathur
65.65,1010,Flat,2,Kolathur
82.22,1265,Flat,3,Kolathur
69.48,1069,Flat,2,Kolathur
62.59,963,Flat,2,Kolathur
138,1340,Flat,3,Saidapet
121,1175,Flat,3,Saidapet
141,1375,Flat,3,Saidapet
159,1550,Flat,3,Saidapet
160,1555,Flat,3,Saidapet
157,1525,Flat,3,Saidapet
146,1425,Flat,3,Saidapet
160,1560,Villa,3,Saidapet
95.48,1469,Flat,3,Kolathur
63.96,984,Flat,2,Kolathur
38,900,Villa,2,Pallikaranai
66.8,1380,Flat,3,Pudupakkam
44.5,1030,Villa,2,Pudupakkam
76,1460,Flat,3,Pudupakkam
103,1993,Flat,3,Pudupakkam
103,1993,Villa,3,Pudupakkam
58.7,997,Villa,2,Pudupakkam
72,1370,Flat,3,Pudupakkam
56,920,Flat,2,Kodambakkam
500,3000,Flat,4,Shenoy Nagar
83,645,House,2,Royapettah
83,645,Flat,2,Royapettah
49.34,771,Flat,2,Moolakadai
45.37,709,Flat,2,Moolakadai
100,1343,Flat,2,Virugambakkam
109,900,Flat,2,Alwarpet
49.47,853,Flat,2,Madhavaram
49.01,845,Flat,2,Madhavaram
49.5,947,Flat,2,Thiruverkadu
38,625,House,2,Guindy
38,625,Flat,2,Guindy
38,625,Flat,2,Guindy
38,625,Flat,2,Guindy
38,625,Flat,2,Guindy
38,625,Flat,2,Guindy
19.49,520,Flat,1,Veppampattu
108,1065,Flat,2,Porur
59.5,700,Villa,2,Padi
59.5,700,Flat,2,Mogappair East
59,759,Flat,2,Nesapakkam
62.44,905,Flat,2,Nanmangalam
1050,4200,Flat,6,T Nagar
60,1400,Flat,3,Perungalathur
112,1800,Flat,3,Ambattur
112,1800,Villa,3,Ambattur
112,1800,Flat,3,Ambattur
39,750,Flat,2,Elandanur
39,750,Flat,2,Elandanur
123,1650,Flat,3,Chromepet
49,600,Flat,1,West Mambalam
78.6,779,House,2,Pazavanthangal
42,520,Flat,1,Adambakam
82,1000,Flat,2,Adambakam
75.6,770,House,2,Pallavaram
75,925,Villa,2,Kolathur
30.5,620,Villa,2,Pammal
22,500,House,1,Pammal
38.78,808,Flat,2,Pammal
25.68,535,Flat,1,Pammal
44.78,933,Villa,3,Pammal
37.35,770,Flat,2,Ambattur
40.44,834,Flat,2,Ambattur
37,677,Flat,2,Perambur
35,620,Flat,1,Pallikaranai
113,1668,House,3,East Tambaram
79.69,1172,Flat,2,East Tambaram
99.07,1457,Flat,3,East Tambaram
83.09,1222,Flat,2,East Tambaram
105,1385,Flat,3,Nanganallur
105,1385,Flat,3,Nanganallur
34.5,1170,Flat,2,Veppampattu
36,1300,Flat,2,Veppampattu
32.5,990,Villa,2,Veppampattu
25,620,House,2,Veppampattu
26.5,680,Flat,2,Veppampattu
29.5,850,Flat,2,Veppampattu
22.5,600,Flat,1,Veppampattu
22.5,630,Flat,2,Veppampattu
16.5,550,Flat,1,Veppampattu
99.9,1350,Flat,3,Kolapakkam
398,2650,Flat,5,West Mambalam
30,780,Flat,2,Ayapakkam
107,1350,Flat,3,Kolapakkam
63.62,823,House,2,Alandur
63.62,823,Flat,2,Alandur
64.9,823,Flat,2,Alandur
41.52,865,Villa,2,Perumbakkam
51.06,740,Flat,2,Madipakkam
79,894,Flat,2,Thiruvanmiyur
49.77,905,Flat,2,Ayapakkam
108,1065,Flat,2,Porur
42.19,870,House,2,Ambattur
37.34,770,Flat,2,Ambattur
49.77,905,Flat,2,Ayapakkam
67.65,1230,Flat,3,Ayapakkam
41.12,848,Flat,2,Ambattur
52,780,Flat,2,Kovilambakkam
400,4800,Flat,4,Sholinganallur
26,800,Flat,2,Thiruporur
20,600,Flat,2,Thiruporur
16.71,490,Flat,1,Thiruporur
87.27,1247,Flat,2,Perungudi
45,970,Villa,2,Pallikaranai
71.51,1069,Villa,2,Mogappair
190,1500,Flat,3,Anna Nagar
57.79,1051,Flat,2,Vanagaram
80.37,1786,Flat,3,Medavakkam
52.38,1376,Flat,2,Medavakkam
46,914,House,2,Kovur
73,1400,Flat,3,Kovur
72,1500,Flat,3,Poonamallee
34,600,House,2,Vanagaram
57.74,1013,Flat,2,Vanagaram
54.64,1051,Flat,2,Vanagaram
120,1723,House,3,Perungudi
125,1765,Flat,3,Navallur
99.9,1350,House,3,Pallavaram
81.4,1122,Flat,2,Pallavaram
260,2000,Villa,3,Guindy
35,620,Flat,1,Pallikaranai
77,1400,Flat,3,Perungalathur
65,1478,Flat,3,Medavakkam
79.8,1400,Villa,3,Vanagaram
77.51,1491,Flat,3,Vanagaram
34,748,House,2,Medavakkam
65,1250,Flat,3,Perungalathur
39,999,Villa,2,Moolacheri
19.36,605,Flat,1,Guduvancheri
210,1666,Villa,2,T Nagar
80,1700,Flat,3,Poonamallee
125,1765,Flat,3,Navallur
99.9,1350,Flat,3,Pallavaram
81.4,1122,Flat,2,Pallavaram
118,1600,Flat,3,Pallavaram
260,2000,Flat,3,Guindy
35,620,Flat,1,Pallikaranai
45.86,1079,Flat,2,Singaperumal Koil
57.4,1552,Flat,2,Thaiyur
60,1550,Flat,2,Perungalathur
53.97,1285,House,2,Urapakkam
442,2601,Flat,3,T Nagar
64.6,1700,Flat,3,Thaiyur
60.87,1068,Villa,2,Pallavaram
41.58,990,Flat,1,Urapakkam
72.63,1243,Villa,1,Pallikaranai
40,885,Flat,1,Kolapakkam
36,800,Flat,1,Padappai
34,956,Flat,1,Guduvancheri
58.38,965,Flat,1,Madipakkam
109,1708,House,3,Sholinganallur
54.64,1051,House,2,Vanagaram
70.65,1359,Villa,3,Vanagaram
125,1765,Flat,3,Navallur
74.47,1655,Flat,3,Siruseri
82.86,1247,Villa,2,Perungudi
85.45,1554,Flat,3,Vanagaram
81.4,1122,Flat,2,Pallavaram
118,1600,Flat,3,Pallavaram
35,620,Flat,1,Pallikaranai
45.86,1079,Villa,2,Singaperumal Koil
77,1400,Flat,3,Perungalathur
57.4,1552,Flat,2,Thaiyur
60,1550,Flat,2,Perungalathur
53.97,1285,Flat,2,Urapakkam
442,2601,Villa,3,T Nagar
64.6,1700,Flat,3,Thaiyur
60.87,1068,Flat,2,Pallavaram
26.8,620,Flat,2,Veppampattu
25.7,620,Flat,2,Veppampattu
25.99,620,Flat,2,Veppampattu
26,620,Flat,2,Veppampattu
22.75,600,Flat,1,Veppampattu
22.85,600,Flat,2,Veppampattu
17.84,600,Flat,1,Veppampattu
37,1300,House,2,Veppampattu
55,1200,Flat,2,Medavakkam
55,1200,Flat,2,Medavakkam
55,1200,Flat,2,Medavakkam
55,1250,Flat,2,Kolapakkam Vandalur
22.49,610,Flat,2,Veppampatttu
39.5,820,Flat,2,Madhavaram
85,1071,Flat,2,Porur
68.5,1080,House,2,Kolathur
68.5,1080,Flat,2,Kolathur
68.5,1080,Flat,2,Kolathur
68.5,1080,Flat,2,Kolathur
308,1765,Flat,3,Gopalapuram
490,4500,Flat,8,Royapettah
68.5,1080,Villa,2,Kolathur
34,675,Villa,2,Elandanur
22.49,610,Flat,2,Veppampatttu
28,800,Flat,2,Veppampattu
260,3485,Flat,5,Kotivakkam
50,1000,House,2,Medavakkam
49.5,1000,Flat,2,Manali
27,720,Villa,2,Veppampattu
121,1250,House,2,West Mambalam
45,1000,Flat,2,Madambakkam
55,1200,Flat,2,Medavakkam
55,1200,Villa,2,Medavakkam
55,1200,Flat,2,Medavakkam
55,1200,Flat,2,Medavakkam
55,1200,Flat,2,Medavakkam
55,1200,House,2,Medavakkam
55,1200,Flat,2,Medavakkam
53,942,Flat,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
53,942,Villa,2,Iyyappanthangal
160,1463,Flat,3,Porur
25,582,Villa,2,Ambattur
310,2400,Villa,3,Jamalia
28,800,Villa,2,Veppampattu
540,5100,Villa,5,Kottivakkam
49,1200,House,2,Guduvancheri
195,2622,House,3,Perungalathur
30,950,House,2,Gokulapuram
35,750,Flat,2,Medavakkam
35,750,Flat,2,Medavakkam
35,750,Villa,2,Medavakkam
35,750,House,2,Medavakkam
106,1350,Flat,3,West Mambalam
55.83,859,Villa,2,Velachery
22,420,Villa,1,Elandanur
48.5,1450,Villa,2,Avadi
39.5,820,Villa,2,Madhavaram
85,1071,Flat,2,Porur
68.5,1080,Flat,2,Kolathur
68.5,1080,Flat,2,Kolathur
68.5,1080,Flat,2,Kolathur
68.5,1080,House,2,Kolathur
490,4500,Flat,8,Royapettah
68.5,1080,Villa,2,Kolathur
68.5,1080,Flat,2,Kolathur
230,1590,Flat,3,Anna Nagar
68.5,1080,Villa,2,Kolathur
34,675,Villa,2,Elandanur
34,675,Flat,2,Elandanur
55,1200,Villa,2,Medavakkam
55,1200,Villa,2,Medavakkam
55,1200,Villa,2,Medavakkam
55,1200,Villa,2,Medavakkam
55,1200,Villa,2,Medavakkam
44.75,1250,Flat,2,Iyyapa Nagar
59,900,Flat,3,Ayanavaram
49,919,House,2,Sholinganallur
25,619,House,2,Pozhichalur
42.5,818,Villa,2,West Tambaram
42.5,818,Flat,2,West Tambaram
48.5,818,House,2,West Tambaram
57.5,922,Villa,2,Old Pallavaram
53,942,House,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
53,942,Villa,2,Iyyappanthangal
35,750,Flat,2,Medavakkam
35,750,House,2,Medavakkam
35,750,House,2,Medavakkam
35,750,Flat,2,Medavakkam
540,5100,House,5,Kottivakkam
55.83,859,House,2,Velachery
125,2350,Flat,4,Iyyappanthangal
125,2350,Villa,4,Iyyappanthangal
110,2350,House,4,Iyyappanthangal
42.18,868,Flat,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,Villa,2,Pammal
42.18,868,House,2,Pammal
42.18,868,Flat,2,Pammal
25,619,House,2,Pozhichalur
125,2350,House,4,Iyyappanthangal
125,2350,Flat,4,Iyyappanthangal
110,2350,House,4,Iyyappanthangal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,House,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,House,2,Pammal
42.18,868,Flat,2,Pammal
42.18,868,House,2,Pammal
42.18,868,Flat,2,Pammal
53,942,House,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,Villa,2,Iyyappanthangal
53,942,House,2,Iyyappanthangal
53,942,Flat,2,Iyyappanthangal
27.5,586,House,1,Sembakkam
28,586,Flat,1,Sembakkam
28,586,House,1,Sembakkam
28,586,House,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,House,1,Sembakkam
28,586,Flat,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,House,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,House,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,Villa,1,Sembakkam
28,586,Villa,1,Sembakkam
310,2400,Flat,3,Jamalia
35,953,House,2,Pattabiram
460,4000,Villa,4,Kilpauk
520,4000,Flat,4,Adyar
26.2,655,Flat,1,Madambakkam
35,700,Flat,2,Pattabiram
110,1405,House,3,Adyar
25,650,Villa,2,Pattabiram
25,650,Flat,2,Pattabiram
25,650,Flat,2,Pattabiram
60,1386,Flat,3,Avadi
540,5100,House,5,Kottivakkam
35,750,House,2,Medavakkam
35,750,House,2,Medavakkam
35,750,House,2,Medavakkam
35,750,House,2,Medavakkam
36,809,House,2,Sembakkam
30,905,House,2,Purasawalkam
39.5,809,House,2,Sembakkam
39.5,809,House,2,Sembakkam
39.5,809,House,2,Sembakkam
39.5,809,Flat,2,Sembakkam
39.5,809,House,2,Sembakkam
62,1030,Flat,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,Flat,3,Perungalathur
62,1030,Flat,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,Villa,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,Villa,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,Villa,3,Perungalathur
62,1030,Villa,3,Perungalathur
62,1030,Flat,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,House,3,Perungalathur
62,1030,House,3,Perungalathur
42.8,855,Villa,2,Pammal
62,1030,Villa,3,Perungalathur
58,1030,Villa,3,Perungalathur
87,1015,Villa,2,Adambakam
85,1200,House,2,tambaram west
71,1100,House,3,Kolathur
165,1344,Flat,2,Aminjikarai
165,1344,Villa,2,Aminjikarai
49,1200,Villa,2,Guduvancheri
106,1350,House,3,West Mambalam
33,580,House,2,Perungalathur
45,1024,House,3,Thirumullaivoyal
37.5,845,Flat,2,Kundrathur
47,1505,House,3,Sriperumbudur
416,2315,Flat,3,Alwarpet
72,1100,House,3,Kolathur
34.99,1175,House,2,Veppampattu
21.99,600,Villa,1,Veppampattu
22,600,Flat,1,Veppampattu
29,800,House,2,Veppampattu
32,1000,Villa,2,Veppampattu
39.75,885,Villa,2,Perumbakkam
65.8,1535,Flat,3,Perumbakkam
41,1250,House,1,Kelambakkam
33,1020,House,2,Semmancheri
48,1270,House,2,Kelambakkam
49,1110,House,2,Navallur
47,1060,House,2,Semmancheri
43,1350,House,2,Kelambakkam
195,3850,Flat,5,Ponniammanmedu
145,1000,House,2,Kodungaiyur West
120,2400,Flat,4,Kolathur
73.56,1206,Flat,3,Pammal
78.75,1291,Flat,3,Pammal
74.96,1229,Flat,3,Pammal
56.1,1020,Villa,3,Sembakkam
60.5,1100,House,3,Sembakkam
58,900,Flat,2,Poonamallee
55,850,Villa,2,Poonamallee
48,750,House,2,Poonamallee
440,2452,Flat,3,Nungambakkam
23,500,Flat,1,Nanmangalam
62.08,1194,House,3,Medavakkam
48.41,931,Villa,2,Medavakkam
47.08,961,Villa,2,Nanmangalam
39.4,788,House,2,Perumbakkam
38.61,788,Flat,2,Nanmangalam
45.08,980,Flat,2,Nanmangalam
38.36,834,Flat,2,Nanmangalam
36.57,795,House,2,Nanmangalam
64.78,1117,Villa,3,Sembakkam
78,1300,House,3,Medavakkam
54.06,983,Flat,2,Medavakkam
47.35,861,Flat,2,Medavakkam
58.26,971,Villa,2,Medavakkam
81.2,1400,House,3,Sembakkam
69.35,1261,House,3,Medavakkam
49,1000,House,2,Nanmangalam
43.51,888,Villa,2,Nanmangalam
69.35,1261,House,3,Medavakkam
56.04,1019,Flat,2,Medavakkam
58.26,971,House,2,Medavakkam
81.2,1400,House,3,Sembakkam
78,1300,House,3,Medavakkam
54.06,983,Flat,2,Medavakkam
47.35,861,Flat,2,Medavakkam
31.2,600,House,1,Medavakkam
74.87,1291,House,3,Sembakkam
68.88,1148,House,3,Medavakkam
53.76,896,Villa,2,Medavakkam
56.88,1094,Villa,3,Medavakkam
51.94,999,House,2,Medavakkam
52.2,900,House,2,Sembakkam
72.71,1322,Villa,3,Medavakkam
64.78,1117,House,3,Sembakkam
41.11,839,Flat,2,Nanmangalam
43.68,840,Flat,2,Medavakkam
54.05,932,Villa,2,Kovilambakkam
53.41,1187,House,3,Sithalapakkam
54.55,1091,Flat,3,Perumbakkam
48.85,977,Villa,2,Perumbakkam
51.96,896,Flat,2,Kovilambakkam
53.39,1139,Flat,3,Nanmangalam
70.6,1400,Flat,3,Perumbakkam
43.15,863,Flat,2,Perumbakkam
58.8,1200,House,3,Nanmangalam
49,1000,House,2,Nanmangalam
43.51,888,Flat,2,Nanmangalam
45.99,1022,Flat,3,Sithalapakkam
41.58,924,House,2,Sithalapakkam
58.45,759,House,2,Nesapakkam
29,650,Flat,1,Pallikaranai
39.88,1050,House,2,Thaiyur
89,950,House,2,T Nagar
69.47,965,Villa,2,Porur
66.44,923,House,2,Porur
92.65,1287,House,3,Porur
78.1,1085,House,3,Porur
73.93,1027,House,2,Porur
69.9,971,Villa,2,Porur
69.54,966,Villa,2,Porur
85,1712,House,3,Medavakkam
430,6700,House,4,Kovalam
240,3700,House,3,Kovalam
205,1850,House,3,CIT Nagar
51.32,1283,House,3,Selaiyur
45.04,1126,House,3,Selaiyur
45.04,1126,House,3,Selaiyur
29.72,743,House,2,Selaiyur
53.85,1122,Flat,3,Selaiyur
43.48,906,House,2,Selaiyur
40.27,839,House,2,Selaiyur
79.69,1172,House,2,tambaram west
75,1655,House,3,Agaramthen
100,2100,House,3,Selaiyur
70,1600,Flat,3,Agaramthen
100,2100,House,3,Vengambakkam
95,2000,House,3,Selaiyur
90,1900,Flat,3,Selaiyur
95,2000,House,3,Vengambakkam
85,1800,House,3,Selaiyur
90,1900,Villa,3,Vengambakkam
85,1800,House,3,Vengambakkam
80,1700,House,3,Selaiyur
80,1700,House,3,Vengambakkam
75,1655,Flat,3,Selaiyur
75,1655,Flat,3,Vengambakkam
90,1667,House,3,Selaiyur
70,1600,House,3,Selaiyur
70,1600,Flat,3,Vengambakkam
120,2000,Flat,3,Sembakkam
100,2100,Flat,3,Agaramthen
100,1821,Flat,3,Sembakkam
100,2100,House,3,Selaiyur
95,2000,Flat,3,Agaramthen
95,1783,Villa,3,Sembakkam
95,2000,House,3,Selaiyur
85,1583,House,3,Selaiyur
90,1900,House,3,Agaramthen
90,1624,House,3,Sembakkam
90,1900,Villa,3,Selaiyur
85,1800,Villa,3,Agaramthen
125,1800,House,3,Rajakilpakkam
100,1874,Villa,3,Selaiyur
85,1800,Flat,3,Selaiyur
80,1700,Flat,3,Selaiyur
80,1700,Flat,3,Agaramthen
95,1700,Villa,3,Rajakilpakkam
75,1655,Flat,3,Selaiyur
94,1793,Flat,3,Selaiyur
100,2000,Flat,3,Selaiyur
90,1674,Flat,3,Selaiyur
95,1800,Flat,3,Selaiyur
90,1740,Flat,3,Selaiyur
84,1600,Flat,3,Selaiyur
85,1664,Flat,3,Selaiyur
100,2000,Flat,3,tambaram west
95,1800,Flat,3,tambaram west
110,2000,Flat,3,Selaiyur
100,1839,Flat,3,Selaiyur
90,1700,Flat,3,tambaram west
95,1741,Flat,3,Selaiyur
85,1621,Flat,3,tambaram west
130,1385,Villa,3,Chromepet
74,1300,Flat,3,Madambakkam
69,1200,Flat,2,Madambakkam
130,1961,Flat,3,Rajakilpakkam
70,1600,Flat,3,Selaiyur
140,2200,Flat,4,Sembakkam
95,1900,Flat,3,Perumbakkam
85,1800,Flat,3,Perumbakkam
120,1321,Flat,3,Chromepet
90,1800,Flat,4,Madambakkam
120,1400,Flat,3,Chitlapakkam
85,1683,Flat,3,Madambakkam
80,1561,House,3,Madambakkam
77,1483,House,3,Madambakkam
110,1943,Flat,3,Chromepet
110,1300,Flat,3,Chitlapakkam
95,1783,Flat,3,Chromepet
60.02,1225,House,3,Chromepet
53.6,1094,House,3,Chromepet
44.59,910,Flat,2,Chromepet
40.18,820,Flat,2,Chromepet
24.47,505,House,1,Chromepet
108,1065,Flat,2,Saligramam
37.34,770,Flat,2,Ambattur
57.12,1190,Flat,3,Nanmangalam
64,1254,Flat,2,Medavakkam
23,594,House,1,Veppampattu
26.5,630,Flat,2,Veppampattu
34.99,1201,House,2,Veppampattu
28.99,751,Flat,2,Veppampattu
26.99,701,Flat,2,Veppampattu
29.99,847,Flat,2,Veppampattu
22.99,609,House,2,Veppampattu
32,800,Flat,2,Mambakkam
48,1200,House,2,Nallambakkam
46,1000,Flat,2,Mambakkam
53,1000,Villa,2,Nallambakkam
57,1500,Flat,2,Peerakankaranai
33,1200,Flat,2,Siruseri
36,900,Flat,1,Ottiyabakkam
58,1400,Flat,3,Kelambakkam
57,1250,Flat,2,Kelambakkam
53,1550,House,2,Kelambakkam
52,1350,Flat,2,Kelambakkam
46,1200,House,1,Semmancheri
36,1000,House,2,Semmancheri
54,1050,Flat,2,Peerakankaranai
50,1080,Flat,2,Rathinamangalam
58,1250,Flat,2,Rathinamangalam
48,1160,Flat,2,Peerakankaranai
47,1470,Flat,2,Semmancheri
53,1060,Flat,2,Ottiyabakkam
48,1126,Flat,1,Ottiyabakkam
78,954,Flat,2,Adambakam
53,804,Flat,2,Kovilambakkam
42,509,Flat,1,Adambakam
48.87,905,Flat,2,Selaiyur
46.54,862,Flat,2,Selaiyur
41.52,769,Flat,2,Selaiyur
69.6,1200,Flat,3,Perungalathur
60.32,1040,Flat,2,Perungalathur
54.17,934,Flat,2,Perungalathur
51.56,889,Flat,2,Perungalathur
66.08,1180,Flat,3,tambaram west
57.12,1020,Flat,2,tambaram west
52.08,930,Flat,2,tambaram west
73.37,1249,Flat,3,Sembakkam
69.26,1179,Flat,3,Sembakkam
57.75,983,Flat,2,Sembakkam
47.94,861,Villa,2,Sembakkam
81.43,1404,Flat,3,Chromepet
72.96,1258,Flat,3,Chromepet
59.15,1183,Flat,3,Chromepet
57.76,996,Flat,2,Chromepet
47.15,943,Flat,2,Chromepet
52.2,900,Flat,2,Chromepet
76.5,1275,Flat,3,Chitlapakkam
43.05,861,Flat,2,Chromepet
69.96,1166,Flat,3,Chitlapakkam
25,500,Flat,1,Chromepet
60,1000,Flat,2,Chitlapakkam
113,1668,Flat,3,tambaram west
99.07,1457,Flat,3,tambaram west
83.09,1222,Flat,2,tambaram west
42,700,Flat,1,Chitlapakkam
49.74,829,Flat,2,Chitlapakkam
78,1300,Flat,3,Chromepet
68.58,1143,Flat,3,Chromepet
58.14,969,Villa,2,Chromepet
47.1,785,Flat,2,Chromepet
39.26,818,Flat,2,Selaiyur
73.6,1269,Flat,3,Selaiyur
69.07,1191,House,3,Selaiyur
62.06,1070,Flat,2,Selaiyur
57.71,995,House,2,Selaiyur
55.85,963,Flat,2,Selaiyur
51.85,894,Flat,2,Selaiyur
47.56,820,Flat,2,Selaiyur
78.4,1400,Flat,3,Rajakilpakkam
72.8,1300,Flat,3,Rajakilpakkam
66.58,1189,Flat,3,Rajakilpakkam
57.34,1024,Flat,2,Rajakilpakkam
53.98,964,Flat,2,Rajakilpakkam
46.25,826,Flat,2,Rajakilpakkam
43.96,785,Flat,2,Rajakilpakkam
85.62,1427,Flat,3,Medavakkam
79.02,1317,House,3,Medavakkam
75.24,1254,House,3,Medavakkam
66.96,1116,Flat,3,Medavakkam
60,1000,Flat,2,Medavakkam
54.3,905,Flat,2,Sembakkam
53.16,886,Flat,2,Medavakkam
50.1,835,Flat,2,Sembakkam
45.06,751,Flat,2,Medavakkam
124,1537,Flat,3,Nandambakkam
117,1455,Flat,3,Nandambakkam
123,1530,Flat,3,Nandambakkam
58.32,1215,Flat,3,Nanmangalam
45.6,950,Flat,2,Nanmangalam
40.32,840,Flat,2,Nanmangalam
37.68,785,Flat,2,Nanmangalam
33.6,700,House,2,Nanmangalam
71.91,1383,Villa,3,Sembakkam
60.63,1166,Flat,3,Sembakkam
51.01,981,Flat,2,Sembakkam
48.41,931,Villa,2,Sembakkam
44.25,851,Flat,2,Sembakkam
41.6,800,Flat,2,Sembakkam
63.45,1269,Flat,3,Rajakilpakkam
59.2,1184,Flat,3,Rajakilpakkam
55,1100,Flat,3,Rajakilpakkam
48.2,964,House,2,Rajakilpakkam
45,900,House,2,Rajakilpakkam
50.4,900,House,2,tambaram west
48,1200,Flat,3,Urapakkam
37.72,943,Flat,2,Urapakkam
35.24,881,Flat,2,Urapakkam
40.6,812,Flat,2,Rajakilpakkam
91.2,1900,House,3,Madambakkam
78.28,1631,Flat,3,Madambakkam
71.42,1488,Flat,3,Madambakkam
67.15,1399,House,3,Madambakkam
48.81,1017,Flat,2,Madambakkam
47.52,990,House,2,Madambakkam
65.61,1238,Flat,3,Madambakkam
61.85,1167,Flat,3,Madambakkam
48.81,921,House,2,Madambakkam
46.64,880,Flat,2,Madambakkam
59.83,1108,Flat,3,Selaiyur
58.96,1092,Flat,3,Selaiyur
28.35,525,Flat,1,Selaiyur
30,850,Flat,2,Veppampattu
26.9,700,Flat,2,Veppampattu
27,700,Flat,2,Veppampattu
25.8,700,House,2,Veppampattu
26,700,House,2,Veppampattu
23,600,Flat,2,Veppampattu
114,1342,House,3,Madipakkam
72.33,851,Villa,2,Madipakkam
126,1489,House,3,Madipakkam
83.04,977,Villa,2,Madipakkam
80.15,943,Flat,2,Madipakkam
33.63,885,Flat,2,Kundrathur
35.41,932,Flat,2,Kundrathur
33.47,881,Flat,2,Kundrathur
27.17,715,Flat,2,Kundrathur
51.06,690,House,2,Nesapakkam
132,1266,Flat,3,Jafferkhanpet
